,HHID,O,O1,O2
4764,06460301303148,2.0,2.0,
4765,06460301303163,1.0,1.0,3.0
4766,06460301303163,2.0,2.0,
4767,06460301303178,1.0,1.0,4.0
4768,06460301303178,2.0,2.0,
4769,06460500108001,1.0,2.0,
4770,06460500108001,1.0,2.0,
4771,06460500108002,1.0,2.0,
4772,06460500108002,1.0,2.0,
4773,06460500108003,2.0,2.0,
4774,06460500108003,2.0,2.0,
4775,06460500108004,1.0,2.0,
4776,06460500108004,1.0,2.0,
4777,06460500108005,1.0,2.0,
4778,06460500108005,1.0,2.0,
4779,06460500108006,1.0,2.0,
4780,06460500108006,1.0,2.0,
4781,06460500108007,1.0,2.0,
4782,06460500108007,1.0,2.0,
4783,06460500108008,1.0,2.0,
4784,06460500108008,1.0,2.0,
4785,06460500108009,1.0,2.0,
4786,06460500108009,1.0,2.0,
4787,06460500108010,2.0,2.0,
4788,06460500108010,2.0,2.0,
4789,06460500108011,1.0,2.0,
4790,06460500108011,1.0,2.0,
4791,06460500108012,1.0,2.0,
4792,06460500108012,1.0,2.0,
4793,06460701104012,1.0,2.0,
4794,06460701104012,2.0,1.0,3.0
4795,06460701104028,1.0,1.0,3.0
4796,06460701104028,2.0,2.0,
4797,06460701104044,1.0,1.0,4.0
4798,06460701104044,2.0,2.0,
4799,06460701104060,1.0,2.0,
4800,06460701104060,2.0,2.0,
4801,06460701104076,1.0,2.0,
4802,06460701104076,2.0,2.0,
4803,06460701104092,1.0,2.0,
4804,06460701104092,2.0,1.0,1.0
4805,06460701104108,1.0,2.0,
4806,06460701104108,2.0,2.0,
4807,06460701104124,1.0,2.0,
4808,06460701104124,2.0,2.0,
4809,06460701104140,1.0,2.0,
4810,06460701104140,2.0,2.0,
4811,06460701104156,1.0,2.0,
4812,06460701104156,2.0,2.0,
4813,06460701104172,1.0,2.0,
4814,06460701104172,2.0,2.0,
4815,06460701104188,1.0,2.0,
4816,06460701104188,2.0,2.0,
4817,06460701302014,1.0,2.0,
4818,06460701302014,2.0,2.0,
4819,06460701302030,1.0,2.0,
4820,06460701302030,2.0,2.0,
4821,06460701302046,1.0,2.0,
4822,06460701302046,2.0,2.0,
4823,06460701302062,1.0,1.0,1.0
4824,06460701302062,2.0,2.0,
4825,06460701302078,1.0,2.0,
4826,06460701302078,2.0,2.0,
4827,06460701302094,1.0,2.0,
4828,06460701302094,2.0,1.0,1.0
4829,06460701302110,1.0,2.0,
4830,06460701302110,2.0,2.0,
4831,06460701302126,1.0,1.0,1.0
4832,06460701302126,2.0,2.0,
4833,06460701302142,2.0,2.0,
4834,06460701302142,2.0,2.0,
4835,06460701302158,1.0,2.0,
4836,06460701302158,2.0,2.0,
4837,06460701302174,1.0,1.0,1.0
4838,06460701302174,2.0,2.0,
4839,06460701302190,1.0,2.0,
4840,06460701302190,2.0,2.0,
4841,06470300204001,1.0,2.0,
4842,06470300204001,1.0,2.0,
4843,06470300204002,2.0,2.0,
4844,06470300204002,2.0,2.0,
4845,06470300204003,1.0,2.0,
4846,06470300204003,1.0,2.0,
4847,06470300204004,2.0,2.0,
4848,06470300204004,2.0,2.0,
4849,06470300204005,2.0,2.0,
4850,06470300204005,2.0,2.0,
4851,06470300204006,2.0,1.0,1.0
4852,06470300204006,2.0,2.0,
4853,06470300204007,2.0,2.0,
4854,06470300204007,2.0,2.0,
4855,06470300204008,1.0,2.0,
4856,06470300204008,2.0,2.0,
4857,06470300204009,2.0,2.0,
4858,06470300204009,2.0,2.0,
4859,06470300204010,2.0,2.0,
4860,06470300204010,2.0,2.0,
4861,06470300204011,2.0,2.0,
4862,06470300204011,2.0,2.0,
4863,06470300204012,1.0,2.0,
4864,06470300204012,1.0,2.0,
4865,06470300314001,1.0,2.0,
4866,06470300314001,1.0,2.0,
4867,06470300314002,2.0,2.0,
4868,06470300314002,2.0,2.0,
4869,06470300314003,1.0,2.0,
4870,06470300314003,1.0,2.0,
4871,06470300314004,1.0,2.0,
4872,06470300314004,1.0,2.0,
4873,06470300314005,1.0,2.0,
4874,06470300314005,1.0,2.0,
4875,06470300314006,2.0,2.0,
4876,06470300314006,2.0,2.0,
4877,06470300314007,1.0,2.0,
4878,06470300314007,1.0,2.0,
4879,06470300314008,1.0,2.0,
4880,06470300314008,1.0,2.0,
4881,06470300314009,1.0,2.0,
4882,06470300314009,1.0,2.0,
4883,06470300314010,1.0,2.0,
4884,06470300314010,2.0,2.0,
4885,06470300314011,1.0,2.0,
4886,06470300314011,1.0,2.0,
4887,06470300314012,2.0,2.0,
4888,06470300314012,2.0,2.0,
4889,06470301201001,1.0,2.0,
4890,06470301201001,2.0,2.0,
4891,06470301201002,1.0,2.0,
4892,06470301201002,1.0,2.0,
4893,06470301201003,1.0,2.0,
4894,06470301201003,2.0,2.0,
4895,06470301201004,1.0,2.0,
4896,06470301201004,2.0,2.0,
4897,06470301201005,1.0,2.0,
4898,06470301201005,2.0,2.0,
4899,06470301201006,1.0,2.0,
4900,06470301201006,2.0,2.0,
4901,06470301201007,1.0,2.0,
4902,06470301201007,1.0,2.0,
4903,06470301201008,1.0,2.0,
4904,06470301201008,2.0,2.0,
4905,06470301201009,1.0,2.0,
4906,06470301201009,2.0,2.0,
4907,06470301201010,1.0,2.0,
4908,06470301201010,2.0,2.0,
4909,06470301201011,1.0,2.0,
4910,06470301201011,2.0,2.0,
4911,06470301201012,1.0,2.0,
4912,06470301201012,2.0,2.0,
4913,06470305101001,1.0,2.0,
4914,06470305101001,2.0,2.0,
4915,06470305101002,1.0,1.0,1.0
4916,06470305101002,2.0,2.0,
4917,06470305101003,1.0,2.0,
4918,06470305101003,2.0,2.0,
4919,06470305101004,1.0,1.0,1.0
4920,06470305101004,2.0,2.0,
4921,06470305101005,1.0,2.0,
4922,06470305101005,2.0,2.0,
4923,06470305101006,1.0,2.0,
4924,06470305101006,2.0,2.0,
4925,06470305101007,1.0,2.0,
4926,06470305101007,2.0,2.0,
4927,06470305101008,1.0,2.0,
4928,06470305101008,2.0,2.0,
4929,06470305101009,1.0,2.0,
4930,06470305101009,2.0,2.0,
4931,06470305101010,1.0,2.0,
4932,06470305101010,2.0,2.0,
4933,06470305101011,1.0,2.0,
4934,06470305101011,2.0,2.0,
4935,06470305101012,1.0,2.0,
4936,06470305101012,2.0,2.0,
4937,06480200101001,1.0,2.0,
4938,06480200101001,2.0,2.0,
4939,06480200101002,1.0,2.0,
4940,06480200101002,1.0,2.0,
4941,06480200101003,2.0,2.0,
4942,06480200101003,2.0,2.0,
4943,06480200101004,1.0,2.0,
4944,06480200101004,1.0,2.0,
4945,06480200101005,1.0,2.0,
4946,06480200101005,1.0,2.0,
4947,06480200101006,2.0,2.0,
4948,06480200101006,2.0,2.0,
4949,06480200101007,1.0,2.0,
4950,06480200101007,1.0,2.0,
4951,06480200101008,1.0,2.0,
4952,06480200101008,1.0,2.0,
4953,06480200101009,1.0,2.0,
4954,06480200101009,1.0,2.0,
4955,06480200101010,1.0,2.0,
4956,06480200101010,1.0,2.0,
4957,06480200101011,1.0,2.0,
4958,06480200101011,1.0,2.0,
4959,06480200101012,2.0,2.0,
4960,06480200101012,2.0,2.0,
4961,06480201401001,1.0,2.0,
4962,06480201401001,2.0,2.0,
4963,06480201401002,1.0,2.0,
4964,06480201401002,2.0,2.0,
4965,06480201401003,2.0,2.0,
4966,06480201401003,2.0,2.0,
4967,06480201401004,1.0,2.0,
4968,06480201401004,2.0,2.0,
4969,06480201401005,1.0,2.0,
4970,06480201401005,2.0,2.0,
4971,06480201401006,1.0,2.0,
4972,06480201401006,2.0,2.0,
4973,06480201401007,2.0,2.0,
4974,06480201401007,2.0,2.0,
4975,06480201401008,1.0,2.0,
4976,06480201401008,2.0,2.0,
4977,06480201401009,1.0,2.0,
4978,06480201401009,2.0,2.0,
4979,06480201401010,2.0,2.0,
4980,06480201401010,2.0,2.0,
4981,06480201401011,2.0,2.0,
4982,06480201401011,2.0,2.0,
4983,06480201401012,2.0,2.0,
4984,06480201401012,2.0,2.0,
4985,06490800103001,1.0,2.0,
4986,06490800103001,1.0,2.0,
4987,06490800103002,1.0,2.0,
4988,06490800103002,1.0,2.0,
4989,06490800103003,1.0,2.0,
4990,06490800103003,1.0,2.0,
4991,06490800103004,1.0,2.0,
4992,06490800103004,1.0,2.0,
4993,06490800103005,1.0,2.0,
4994,06490800103005,1.0,2.0,
4995,06490800103006,1.0,2.0,
4996,06490800103006,1.0,2.0,
4997,06490800103007,2.0,2.0,
4998,06490800103007,2.0,2.0,
4999,06490800103008,1.0,2.0,
5000,06490800103008,1.0,2.0,
5001,06490800103009,1.0,2.0,
5002,06490800103009,1.0,2.0,
5003,06490800103010,1.0,2.0,
5004,06490800103010,1.0,2.0,
5005,06490800103011,1.0,2.0,
5006,06490800103011,2.0,2.0,
5007,06490800103012,1.0,2.0,
5008,06490800103012,1.0,2.0,
5009,07500600204010,1.0,2.0,
5010,07500600204010,2.0,2.0,
5011,07500600204024,1.0,2.0,
5012,07500600204024,2.0,2.0,
5013,07500600204038,1.0,2.0,
5014,07500600204038,2.0,2.0,
5015,07500600204052,1.0,2.0,
5016,07500600204052,2.0,2.0,
5017,07500600204066,1.0,2.0,
5018,07500600204066,2.0,2.0,
5019,07500600204080,1.0,2.0,
5020,07500600204080,2.0,2.0,
5021,07500600204094,2.0,2.0,
5022,07500600204094,2.0,2.0,
5023,07500600204108,1.0,2.0,
5024,07500600204108,2.0,2.0,
5025,07500600204122,1.0,2.0,
5026,07500600204122,2.0,2.0,
5027,07500600204136,1.0,2.0,
5028,07500600204136,2.0,2.0,
5029,07500600204150,1.0,1.0,1.0
5030,07500600204150,2.0,2.0,
5031,07500600204164,1.0,2.0,
5032,07500600204164,2.0,2.0,
5033,07500601802001,1.0,2.0,
5034,07500601802001,2.0,2.0,
5035,07500601802003,1.0,2.0,
5036,07500601802003,2.0,2.0,
5037,07500601802013,1.0,1.0,1.0
5038,07500601802013,2.0,1.0,2.0
5039,07500601802023,1.0,1.0,1.0
5040,07500601802023,2.0,1.0,1.0
5041,07500601802033,1.0,2.0,
5042,07500601802033,2.0,2.0,
5043,07500601802043,1.0,2.0,
5044,07500601802043,2.0,2.0,
5045,07500601802044,1.0,2.0,
5046,07500601802044,2.0,2.0,
5047,07500601802053,1.0,2.0,
5048,07500601802053,2.0,2.0,
5049,07500601802063,1.0,2.0,
5050,07500601802063,2.0,2.0,
5051,07500601802073,1.0,2.0,
5052,07500601802073,2.0,2.0,
5053,07500601802083,1.0,2.0,
5054,07500601802083,2.0,2.0,
5055,07500601802087,1.0,2.0,
5056,07500601802087,2.0,2.0,
5057,07500901704001,1.0,2.0,
5058,07500901704001,2.0,2.0,
5059,07500901704002,1.0,2.0,
5060,07500901704002,2.0,2.0,
5061,07500901704003,1.0,2.0,
5062,07500901704003,2.0,2.0,
5063,07500901704004,1.0,2.0,
5064,07500901704004,2.0,2.0,
5065,07500901704005,1.0,2.0,
5066,07500901704005,2.0,2.0,
5067,07500901704025,1.0,2.0,
5068,07500901704025,2.0,2.0,
5069,07500901704049,1.0,2.0,
5070,07500901704049,2.0,2.0,
5071,07500901704073,1.0,2.0,
5072,07500901704073,2.0,2.0,
5073,07500901704097,1.0,1.0,1.0
5074,07500901704097,2.0,1.0,1.0
5075,07500901704101,1.0,2.0,
5076,07500901704101,2.0,2.0,
5077,07500901704121,1.0,2.0,
5078,07500901704121,2.0,2.0,
5079,07500901704145,1.0,2.0,
5080,07500901704145,2.0,2.0,
5081,07501400105001,1.0,2.0,
5082,07501400105001,2.0,2.0,
5083,07501400105002,1.0,2.0,
5084,07501400105002,2.0,2.0,
5085,07501400105003,1.0,2.0,
5086,07501400105003,2.0,2.0,
5087,07501400105004,1.0,2.0,
5088,07501400105004,2.0,2.0,
5089,07501400105005,1.0,2.0,
5090,07501400105005,2.0,2.0,
5091,07501400105006,1.0,2.0,
5092,07501400105006,2.0,2.0,
5093,07501400105007,1.0,2.0,
5094,07501400105007,2.0,2.0,
5095,07501400105008,1.0,2.0,
5096,07501400105008,2.0,2.0,
5097,07501400105009,1.0,2.0,
5098,07501400105009,2.0,2.0,
5099,07501400105010,1.0,2.0,
5100,07501400105010,2.0,2.0,
5101,07501400105011,1.0,2.0,
5102,07501400105011,2.0,2.0,
5103,07501400105012,1.0,2.0,
5104,07501400105012,2.0,2.0,
5105,07510100104001,1.0,2.0,
5106,07510100104001,2.0,2.0,
5107,07510100104002,1.0,2.0,
5108,07510100104002,2.0,2.0,
5109,07510100104003,1.0,2.0,
5110,07510100104003,2.0,2.0,
5111,07510100104004,1.0,2.0,
5112,07510100104004,2.0,2.0,
5113,07510100104005,1.0,2.0,
5114,07510100104005,2.0,2.0,
5115,07510100104006,1.0,2.0,
5116,07510100104006,2.0,2.0,
5117,07510100104007,1.0,2.0,
5118,07510100104007,2.0,2.0,
5119,07510100104008,1.0,2.0,
5120,07510100104008,2.0,2.0,
5121,07510100104009,1.0,2.0,
5122,07510100104009,2.0,2.0,
5123,07510100104010,1.0,2.0,
5124,07510100104010,2.0,2.0,
5125,07510100104011,1.0,2.0,
5126,07510100104011,2.0,2.0,
5127,07510100104012,1.0,2.0,
5128,07510100104012,2.0,2.0,
5129,07511000702001,1.0,2.0,
5130,07511000702001,2.0,2.0,
5131,07511000702002,1.0,2.0,
5132,07511000702002,2.0,2.0,
5133,07511000702003,1.0,2.0,
5134,07511000702003,2.0,2.0,
5135,07511000702004,1.0,2.0,
5136,07511000702004,2.0,2.0,
5137,07511000702005,1.0,2.0,
5138,07511000702005,2.0,2.0,
5139,07511000702006,1.0,2.0,
5140,07511000702006,2.0,2.0,
5141,07511000702007,1.0,2.0,
5142,07511000702007,2.0,2.0,
5143,07511000702043,1.0,2.0,
5144,07511000702043,2.0,2.0,
5145,07511000702086,1.0,2.0,
5146,07511000702086,2.0,2.0,
5147,07511000702129,1.0,2.0,
5148,07511000702129,2.0,2.0,
5149,07511000702172,1.0,2.0,
5150,07511000702172,2.0,2.0,
5151,07511000702215,1.0,2.0,
5152,07511000702215,2.0,2.0,
5153,07511100128001,1.0,2.0,
5154,07511100128001,2.0,2.0,
5155,07511100128002,1.0,2.0,
5156,07511100128002,2.0,2.0,
5157,07511100128003,1.0,2.0,
5158,07511100128003,2.0,2.0,
5159,07511100128004,1.0,2.0,
5160,07511100128004,2.0,2.0,
5161,07511100128005,1.0,2.0,
5162,07511100128005,2.0,2.0,
5163,07511100128006,1.0,2.0,
5164,07511100128006,2.0,2.0,
5165,07511100128007,1.0,2.0,
5166,07511100128007,2.0,2.0,
5167,07511100128008,1.0,2.0,
5168,07511100128008,2.0,2.0,
5169,07511100128009,1.0,2.0,
5170,07511100128009,2.0,2.0,
5171,07511100128010,1.0,2.0,
5172,07511100128010,2.0,2.0,
5173,07511100128011,1.0,2.0,
5174,07511100128011,2.0,2.0,
5175,07511100128012,1.0,2.0,
5176,07511100128012,2.0,2.0,
5177,07511100224001,1.0,2.0,
5178,07511100224001,2.0,2.0,
5179,07511100224002,1.0,2.0,
5180,07511100224002,2.0,2.0,
5181,07511100224003,1.0,2.0,
5182,07511100224003,2.0,2.0,
5183,07511100224004,1.0,2.0,
5184,07511100224004,2.0,2.0,
5185,07511100224005,1.0,2.0,
5186,07511100224005,2.0,2.0,
5187,07511100224006,1.0,2.0,
5188,07511100224006,2.0,2.0,
5189,07511100224007,1.0,2.0,
5190,07511100224007,2.0,2.0,
5191,07511100224008,1.0,2.0,
5192,07511100224008,2.0,2.0,
5193,07511100224009,1.0,2.0,
5194,07511100224009,2.0,2.0,
5195,07511100224010,1.0,2.0,
5196,07511100224010,2.0,2.0,
5197,07511100224011,1.0,2.0,
5198,07511100224011,2.0,2.0,
5199,07511100224012,1.0,2.0,
5200,07511100224012,2.0,2.0,
5201,07520100101001,1.0,2.0,
5202,07520100101001,2.0,2.0,
5203,07520100101002,1.0,2.0,
5204,07520100101002,2.0,2.0,
5205,07520100101003,1.0,2.0,
5206,07520100101003,2.0,2.0,
5207,07520100101004,1.0,2.0,
5208,07520100101004,2.0,2.0,
5209,07520100101005,1.0,2.0,
5210,07520100101005,2.0,2.0,
5211,07520100101006,1.0,2.0,
5212,07520100101006,2.0,2.0,
5213,07520100101007,1.0,2.0,
5214,07520100101007,2.0,2.0,
5215,07520100101008,1.0,2.0,
5216,07520100101008,2.0,2.0,
5217,07520100101009,1.0,2.0,
5218,07520100101009,2.0,2.0,
5219,07520100101010,1.0,2.0,
5220,07520100101010,2.0,2.0,
5221,07520100101011,1.0,2.0,
5222,07520100101011,2.0,2.0,
5223,07520100101012,1.0,2.0,
5224,07520100101012,2.0,2.0,
5225,07520301304006,1.0,2.0,
5226,07520301304006,2.0,2.0,
5227,07520301304023,1.0,2.0,
5228,07520301304023,2.0,2.0,
5229,07520301304040,1.0,2.0,
5230,07520301304040,2.0,2.0,
5231,07520301304057,1.0,2.0,
5232,07520301304057,2.0,2.0,
5233,07520301304074,1.0,2.0,
5234,07520301304074,2.0,2.0,
5235,07520301304091,1.0,2.0,
5236,07520301304091,2.0,2.0,
5237,07520301304108,1.0,2.0,
5238,07520301304108,2.0,2.0,
5239,07520301304125,1.0,2.0,
5240,07520301304125,2.0,2.0,
5241,07520301304142,1.0,2.0,
5242,07520301304142,2.0,2.0,
5243,07520301304159,1.0,2.0,
5244,07520301304159,2.0,2.0,
5245,07520301304176,1.0,2.0,
5246,07520301304176,2.0,2.0,
5247,07520301304193,1.0,2.0,
5248,07520301304193,2.0,2.0,
5249,07520500901005,1.0,2.0,
5250,07520500901005,2.0,2.0,
5251,07520500901016,1.0,2.0,
5252,07520500901016,2.0,2.0,
5253,07520500901027,1.0,2.0,
5254,07520500901027,2.0,2.0,
5255,07520500901038,1.0,2.0,
5256,07520500901038,2.0,2.0,
5257,07520500901049,1.0,2.0,
5258,07520500901049,2.0,2.0,
5259,07520500901060,1.0,2.0,
5260,07520500901060,2.0,2.0,
5261,07520500901071,1.0,2.0,
5262,07520500901071,2.0,2.0,
5263,07520500901082,1.0,2.0,
5264,07520500901082,2.0,2.0,
5265,07520500901093,1.0,2.0,
5266,07520500901093,2.0,2.0,
5267,07520500901104,1.0,2.0,
5268,07520500901104,2.0,2.0,
5269,07520500901115,1.0,2.0,
5270,07520500901115,2.0,2.0,
5271,07520500901126,1.0,2.0,
5272,07520500901126,2.0,2.0,
5273,07520701406006,1.0,2.0,
5274,07520701406006,2.0,2.0,
5275,07520701406008,1.0,2.0,
5276,07520701406008,2.0,2.0,
5277,07520701406017,1.0,2.0,
5278,07520701406017,2.0,2.0,
5279,07520701406026,1.0,2.0,
5280,07520701406026,2.0,2.0,
5281,07520701406028,1.0,2.0,
5282,07520701406028,2.0,2.0,
5283,07520701406044,1.0,2.0,
5284,07520701406044,2.0,2.0,
5285,07520701406062,1.0,2.0,
5286,07520701406062,2.0,2.0,
5287,07520701406080,1.0,2.0,
5288,07520701406080,2.0,2.0,
5289,07520701406098,1.0,2.0,
5290,07520701406098,2.0,2.0,
5291,07520701406116,1.0,2.0,
5292,07520701406116,2.0,2.0,
5293,07520701406134,1.0,2.0,
5294,07520701406134,2.0,2.0,
5295,07520701406152,1.0,2.0,
5296,07520701406152,2.0,2.0,
5297,07530300603004,1.0,2.0,
5298,07530300603004,2.0,2.0,
5299,07530300603022,1.0,2.0,
5300,07530300603022,2.0,2.0,
5301,07530300603040,1.0,2.0,
5302,07530300603040,2.0,2.0,
5303,07530300603058,1.0,2.0,
5304,07530300603058,2.0,2.0,
5305,07530300603076,1.0,1.0,1.0
5306,07530300603076,2.0,2.0,
5307,07530300603094,1.0,1.0,1.0
5308,07530300603094,1.0,2.0,
5309,07530300603112,1.0,2.0,
5310,07530300603112,2.0,2.0,
5311,07530300603130,1.0,2.0,
5312,07530300603130,2.0,2.0,
5313,07530300603148,1.0,2.0,
5314,07530300603148,2.0,2.0,
5315,07530300603166,1.0,2.0,
5316,07530300603166,2.0,2.0,
5317,07530300603184,1.0,2.0,
5318,07530300603184,2.0,2.0,
5319,07530300603202,1.0,2.0,
5320,07530300603202,2.0,2.0,
5321,07530302901004,1.0,2.0,
5322,07530302901004,2.0,2.0,
5323,07530302901030,1.0,2.0,
5324,07530302901030,2.0,2.0,
5325,07530302901056,1.0,2.0,
5326,07530302901056,2.0,2.0,
5327,07530302901082,1.0,2.0,
5328,07530302901082,2.0,2.0,
5329,07530302901108,1.0,2.0,
5330,07530302901108,2.0,2.0,
5331,07530302901134,1.0,2.0,
5332,07530302901134,2.0,2.0,
5333,07530302901160,1.0,2.0,
5334,07530302901160,2.0,2.0,
5335,07530302901186,1.0,2.0,
5336,07530302901186,2.0,2.0,
5337,07530302901212,1.0,2.0,
5338,07530302901212,2.0,2.0,
5339,07530302901238,1.0,2.0,
5340,07530302901238,2.0,2.0,
5341,07530302901264,1.0,2.0,
5342,07530302901264,2.0,2.0,
5343,07530302901290,1.0,2.0,
5344,07530302901290,2.0,2.0,
5345,07530400605003,1.0,2.0,
5346,07530400605003,2.0,2.0,
5347,07530400605007,1.0,2.0,
5348,07530400605007,2.0,2.0,
5349,07530400605011,1.0,2.0,
5350,07530400605011,2.0,2.0,
5351,07530400605015,1.0,2.0,
5352,07530400605015,2.0,2.0,
5353,07530400605019,1.0,2.0,
5354,07530400605019,2.0,2.0,
5355,07530400605023,1.0,2.0,
5356,07530400605023,2.0,2.0,
5357,07530400605027,1.0,2.0,
5358,07530400605027,2.0,2.0,
5359,07530400605031,1.0,2.0,
5360,07530400605031,2.0,2.0,
5361,07530400605035,1.0,2.0,
5362,07530400605035,2.0,2.0,
5363,07530400605039,1.0,2.0,
5364,07530400605039,2.0,2.0,
5365,07530400605043,1.0,2.0,
5366,07530400605043,2.0,2.0,
5367,07530400605047,1.0,2.0,
5368,07530400605047,2.0,2.0,
5369,07540401003002,1.0,2.0,
5370,07540401003002,2.0,2.0,
5371,07540401003018,1.0,2.0,
5372,07540401003018,2.0,2.0,
5373,07540401003034,2.0,2.0,
5374,07540401003034,2.0,2.0,
5375,07540401003050,1.0,2.0,
5376,07540401003050,2.0,2.0,
5377,07540401003066,1.0,2.0,
5378,07540401003066,2.0,2.0,
5379,07540401003082,1.0,2.0,
5380,07540401003082,2.0,2.0,
5381,07540401003098,1.0,2.0,
5382,07540401003098,2.0,2.0,
5383,07540401003114,1.0,2.0,
5384,07540401003114,2.0,2.0,
5385,07540401003130,1.0,2.0,
5386,07540401003130,2.0,2.0,
5387,07540401003146,1.0,2.0,
5388,07540401003146,2.0,2.0,
5389,07540401003162,1.0,2.0,
5390,07540401003162,2.0,2.0,
5391,07540401003178,1.0,2.0,
5392,07540401003178,2.0,2.0,
5393,07540401303003,1.0,2.0,
5394,07540401303003,2.0,2.0,
5395,07540401303025,1.0,2.0,
5396,07540401303025,2.0,2.0,
5397,07540401303047,1.0,2.0,
5398,07540401303047,2.0,2.0,
5399,07540401303069,1.0,2.0,
5400,07540401303069,2.0,2.0,
5401,07540401303091,1.0,2.0,
5402,07540401303091,2.0,2.0,
5403,07540401303113,1.0,2.0,
5404,07540401303113,2.0,2.0,
5405,07540401303135,1.0,1.0,1.0
5406,07540401303135,2.0,2.0,
5407,07540401303157,1.0,2.0,
5408,07540401303157,2.0,2.0,
5409,07540401303179,1.0,2.0,
5410,07540401303179,2.0,2.0,
5411,07540401303201,1.0,2.0,
5412,07540401303201,2.0,2.0,
5413,07540401303223,1.0,2.0,
5414,07540401303223,2.0,2.0,
5415,07540401303245,1.0,2.0,
5416,07540401303245,2.0,2.0,
5417,07540700103003,1.0,2.0,
5418,07540700103003,2.0,2.0,
5419,07540700103011,1.0,2.0,
5420,07540700103011,2.0,2.0,
5421,07540700103019,1.0,2.0,
5422,07540700103019,2.0,2.0,
5423,07540700103027,1.0,2.0,
5424,07540700103027,2.0,2.0,
5425,07540700103035,1.0,2.0,
5426,07540700103035,2.0,2.0,
5427,07540700103043,1.0,2.0,
5428,07540700103043,2.0,2.0,
5429,07540700103051,1.0,2.0,
5430,07540700103051,2.0,2.0,
5431,07540700103059,1.0,2.0,
5432,07540700103059,2.0,2.0,
5433,07540700103067,1.0,2.0,
5434,07540700103067,2.0,2.0,
5435,07540700103075,1.0,2.0,
5436,07540700103075,2.0,2.0,
5437,07540700103083,1.0,2.0,
5438,07540700103083,2.0,2.0,
5439,07540700103091,1.0,2.0,
5440,07540700103091,2.0,2.0,
5441,07540700202001,2.0,2.0,
5442,07540700202001,2.0,2.0,
5443,07540700202002,2.0,2.0,
5444,07540700202002,2.0,2.0,
5445,07540700202003,2.0,2.0,
5446,07540700202003,2.0,2.0,
5447,07540700202004,1.0,2.0,
5448,07540700202004,2.0,2.0,
5449,07540700202005,2.0,2.0,
5450,07540700202005,2.0,2.0,
5451,07540700202006,1.0,2.0,
5452,07540700202006,2.0,2.0,
5453,07540700202007,1.0,2.0,
5454,07540700202007,2.0,2.0,
5455,07540700202008,1.0,2.0,
5456,07540700202008,1.0,2.0,
5457,07540700202009,1.0,2.0,
5458,07540700202009,2.0,2.0,
5459,07540700202010,1.0,2.0,
5460,07540700202010,2.0,2.0,
5461,07540700202011,2.0,2.0,
5462,07540700202011,2.0,2.0,
5463,07540700202012,2.0,2.0,
5464,07540700202012,2.0,2.0,
5465,07540700315002,1.0,2.0,
5466,07540700315002,2.0,2.0,
5467,07540700315013,1.0,2.0,
5468,07540700315013,2.0,2.0,
5469,07540700315024,1.0,2.0,
5470,07540700315024,1.0,2.0,
5471,07540700315035,1.0,2.0,
5472,07540700315035,2.0,2.0,
5473,07540700315046,1.0,2.0,
5474,07540700315046,2.0,2.0,
5475,07540700315057,1.0,2.0,
5476,07540700315057,2.0,2.0,
5477,07540700315068,1.0,2.0,
5478,07540700315068,2.0,2.0,
5479,07540700315079,1.0,2.0,
5480,07540700315079,2.0,2.0,
5481,07540700315090,1.0,2.0,
5482,07540700315090,1.0,2.0,
5483,07540700315101,1.0,2.0,
5484,07540700315101,2.0,2.0,
5485,07540700315112,1.0,2.0,
5486,07540700315112,1.0,2.0,
5487,07540700315123,1.0,2.0,
5488,07540700315123,2.0,2.0,
5489,07550200101001,1.0,2.0,
5490,07550200101001,2.0,2.0,
5491,07550200101009,1.0,2.0,
5492,07550200101009,2.0,2.0,
5493,07550200101015,1.0,2.0,
5494,07550200101015,2.0,2.0,
5495,07550200101017,1.0,2.0,
5496,07550200101017,2.0,2.0,
5497,07550200101025,1.0,2.0,
5498,07550200101025,2.0,2.0,
5499,07550200101033,1.0,2.0,
5500,07550200101033,2.0,1.0,1.0
5501,07550200101041,1.0,2.0,
5502,07550200101041,2.0,2.0,
5503,07550200101049,1.0,2.0,
5504,07550200101049,2.0,2.0,
5505,07550200101054,1.0,2.0,
5506,07550200101054,2.0,2.0,
5507,07550200101057,1.0,2.0,
5508,07550200101057,2.0,2.0,
5509,07550200101065,1.0,2.0,
5510,07550200101065,2.0,2.0,
5511,07550200101093,1.0,2.0,
5512,07550200101093,2.0,2.0,
5513,07550200109015,1.0,2.0,
5514,07550200109015,2.0,2.0,
5515,07550200109033,1.0,1.0,1.0
5516,07550200109033,2.0,2.0,
5517,07550200109051,1.0,2.0,
5518,07550200109051,2.0,2.0,
5519,07550200109069,1.0,2.0,
5520,07550200109069,2.0,2.0,
5521,07550200109087,1.0,2.0,
5522,07550200109087,2.0,2.0,
5523,07550200109105,1.0,2.0,
5524,07550200109105,2.0,2.0,
5525,07550200109123,2.0,2.0,
5526,07550200109123,2.0,2.0,
5527,07550200109141,1.0,2.0,
5528,07550200109141,2.0,2.0,
5529,07550200109159,1.0,2.0,
5530,07550200109159,2.0,2.0,
5531,07550200109177,1.0,2.0,
5532,07550200109177,2.0,2.0,
5533,07550200109195,1.0,2.0,
5534,07550200109195,2.0,2.0,
5535,07550200109213,1.0,2.0,
